,Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
203,1999-05-07,UFC 20: Battle for the Gold,Ron Waterman,Chris Condo,TKO (punches),-,def.,1.0,0:28,28,Heavyweight
204,1999-05-07,UFC 20: Battle for the Gold,Bas Rutten,Kevin Randleman,Decision (split),[a],def.,1.0,21:00,1260,Heavyweight
205,1999-05-07,UFC 20: Battle for the Gold,Pedro Rizzo,Tra Telligman,KO (punch),-,def.,1.0,4:30,270,Heavyweight
206,1999-05-07,UFC 20: Battle for the Gold,LaVerne Clark,Fabiano Iha,TKO (doctor stoppage),-,def.,1.0,1:33,93,Lightweight
207,1999-05-07,UFC 20: Battle for the Gold,Wanderlei Silva,Tony Petarra,KO (knee),-,def.,1.0,2:53,173,Middleweight
208,1999-05-07,UFC 20: Battle for the Gold,Marcelo Mello,Dave Roberts,TKO (punches),-,def.,1.0,1:23,83,Lightweight
209,1999-05-07,UFC 20: Battle for the Gold,Pete Williams,Travis Fulton,Submission (armlock),-,def.,1.0,6:28,388,Heavyweight
217,1999-07-16,UFC 21: Return of the Champions,Tsuyoshi Kosaka,Tim Lajcik,TKO (corner stoppage),-,def.,2.0,5:00,300,Heavyweight
216,1999-07-16,UFC 21: Return of the Champions,Maurice Smith,Marco Ruas,TKO (corner stoppage),-,def.,1.0,5:00,300,Heavyweight
215,1999-07-16,UFC 21: Return of the Champions,Pat Miletich (c),Andre Pederneiras,TKO (doctor stoppage),[a],def.,2.0,2:20,140,Lightweight
214,1999-07-16,UFC 21: Return of the Champions,Jeremy Horn,Daiju Takase,TKO (punches),-,def.,1.0,4:41,281,Middleweight
210,1999-07-16,UFC 21: Return of the Champions,Travis Fulton,David Dodd,Decision (unanimous),-,def.,2.0,5:00,300,Heavyweight
212,1999-07-16,UFC 21: Return of the Champions,Eugene Jackson,Royce Alger,KO (punch),-,def.,2.0,1:19,79,Middleweight
211,1999-07-16,UFC 21: Return of the Champions,Andre Roberts,Ron Waterman,KO (punch),-,def.,1.0,2:51,171,Heavyweight
213,1999-07-16,UFC 21: Return of the Champions,Paul Jones,Flavio Luiz Moura,Submission (rear-naked choke),-,def.,1.0,4:20,260,Middleweight
223,1999-09-24,UFC 22: Only One Can be Champion,Jens Pulver,Alfonso Alcarez,Draw,[b],vs.,3.0,5:00,300,Lightweight
225,1999-09-24,UFC 22: Only One Can be Champion,Frank Shamrock (c),Tito Ortiz,Submission (punches),[a],def.,4.0,4:42,282,Middleweight
224,1999-09-24,UFC 22: Only One Can be Champion,Tim Lajcik,Ron Waterman,Draw,[c],vs.,3.0,5:00,300,Heavyweight
222,1999-09-24,UFC 22: Only One Can be Champion,Brad Kohler,Steve Judson,KO (punch),-,def.,1.0,0:30,30,Heavyweight
220,1999-09-24,UFC 22: Only One Can be Champion,Jeremy Horn,Jason Godsey,Submission (armlock),-,def.,1.0,2:08,128,Heavyweight
221,1999-09-24,UFC 22: Only One Can be Champion,Matt Hughes,Valeri Ignatov,Decision (unanimous),[d],def.,3.0,5:00,300,Lightweight
219,1999-09-24,UFC 22: Only One Can be Champion,Chuck Liddell,Paul Jones,TKO (cut),-,def.,1.0,3:53,233,Middleweight
218,1999-09-24,UFC 22: Only One Can be Champion,John Lewis,Lowell Anderson,TKO (corner stoppage),-,def.,3.0,0:13,13,Lightweight
231,1999-11-19,UFC 23: Ultimate Japan 2,Pedro Rizzo,Tsuyoshi Kosaka,TKO (referee stoppage due to strikes),-,def.,3.0,1:17,77,Heavyweight
230,1999-11-19,UFC 23: Ultimate Japan 2,Joe Slick,Jason DeLucia,TKO (verbal submission due to knee injury),-,def.,1.0,1:28,88,Middleweight
229,1999-11-19,UFC 23: Ultimate Japan 2,Eugene Jackson,Keiichiro Yamamiya,KO (punch),-,def.,3.0,3:12,192,Middleweight
232,1999-11-19,UFC 23: Ultimate Japan 2,Kevin Randleman,Pete Williams,Unanimous decision,[a],def.,5.0,5:00,300,Heavyweight
227,1999-11-19,UFC 23: Ultimate Japan 2,Katsuhisa Fujii,Masutatsu Yano,TKO (referee stoppage due to strikes),-,def.,2.0,3:14,194,Middleweight
226,1999-11-19,UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Daiju Takase,Unanimous decision,-,def.,3.0,5:00,300,Middleweight
228,1999-11-19,UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Katsuhisa Fujii,Submission (kneebar),-,def.,2.0,4:15,255,Middleweight
233,2000-03-10,UFC 24: First Defense,Tedd Williams,Steve Judson,TKO (punches),-,def.,1.0,3:23,203,Heavyweight
234,2000-03-10,UFC 24: First Defense,Lance Gibson,Jermaine Andre,KO (knee),-,def.,3.0,3:35,215,Middleweight
235,2000-03-10,UFC 24: First Defense,Dave Menne,Fabiano Iha,Decision (unanimous),-,def.,3.0,5:00,300,Lightweight
236,2000-03-10,UFC 24: First Defense,Scott Adams,Ian Freeman,Submission (achilles lock),-,def.,1.0,3:09,189,Heavyweight
237,2000-03-10,UFC 24: First Defense,Jens Pulver,David Velasquez,TKO (punches),-,def.,2.0,2:41,161,Lightweight
238,2000-03-10,UFC 24: First Defense,Bob Cook,Tiki Ghosn,Submission (rear-naked choke),-,def.,2.0,1:29,89,Lightweight
239,2000-03-10,UFC 24: First Defense,Shonie Carter,Brad Gumm,Decision (unanimous),-,def.,2.0,5:00,300,Lightweight
244,2000-04-14,UFC 25: Ultimate Japan 3,Murilo Bustamante,Yoji Anjo,Submission (arm-triangle choke),-,def.,2.0,0:31,31,Middleweight
245,2000-04-14,UFC 25: Ultimate Japan 3,LaVerne Clark,Koji Oishi,Decision (majority),-,def.,3.0,5:00,300,Lightweight
243,2000-04-14,UFC 25: Ultimate Japan 3,Sanae Kikuta,Eugene Jackson,Submission (armbar),-,def.,1.0,4:38,278,Middleweight
242,2000-04-14,UFC 25: Ultimate Japan 3,Ikuhisa Minowa,Joe Slick,TKO (referee stoppage due to cut),-,def.,3.0,2:02,122,Middleweight
241,2000-04-14,UFC 25: Ultimate Japan 3,Ron Waterman,Satoshi Honma,Decision (unanimous),-,def.,3.0,5:00,300,Heavyweight
240,2000-04-14,UFC 25: Ultimate Japan 3,Tito Ortiz,Wanderlei Silva,Decision (unanimous),[a],def.,5.0,5:00,300,Middleweight
253,2000-06-09,UFC 26: Ultimate Field of Dreams,Ian Freeman,Nate Schroeder,Submission (punches),-,def.,2.0,2:13,133,Heavyweight
251,2000-06-09,UFC 26: Ultimate Field of Dreams,Shonie Carter,Adrian Serrano,Decision (unanimous),-,def.,2.0,5:00,300,Lightweight
250,2000-06-09,UFC 26: Ultimate Field of Dreams,Jens Pulver,Joao Roque,Decision (unanimous),-,def.,3.0,5:00,300,Bantamweight
252,2000-06-09,UFC 26: Ultimate Field of Dreams,Matt Hughes,Marcelo Aguiar,TKO (doctor stoppage),-,def.,1.0,4:34,274,Lightweight
248,2000-06-09,UFC 26: Ultimate Field of Dreams,Pat Miletich (c),John Alessio,Submission (armbar),[b],def.,2.0,1:43,103,Lightweight
247,2000-06-09,UFC 26: Ultimate Field of Dreams,Tyrone Roberts,David Dodd,Decision (unanimous),-,def.,3.0,5:00,300,Middleweight
246,2000-06-09,UFC 26: Ultimate Field of Dreams,Kevin Randleman (c),Pedro Rizzo,Decision (unanimous),[a],def.,5.0,5:00,300,Heavyweight
249,2000-06-09,UFC 26: Ultimate Field of Dreams,Amaury Bitetti,Alex Andrade,Disqualification (kicking with shoes),[c],def.,2.0,0:43,43,Middleweight
260,2000-09-22,UFC 27: Ultimate Bad Boyz,Pedro Rizzo,Dan Severn,Submission (punches),-,def.,1.0,1:33,93,Heavyweight
254,2000-09-22,UFC 27: Ultimate Bad Boyz,Jeff Monson,Tim Lajcik,Unanimous decision,-,def.,2.0,5:00,300,Heavyweight
255,2000-09-22,UFC 27: Ultimate Bad Boyz,Ian Freeman,Tedd Williams,Unanimous decision,-,def.,3.0,5:00,300,Heavyweight
256,2000-09-22,UFC 27: Ultimate Bad Boyz,Yuki Kondo,Alexandre Dantas,TKO (strikes),-,def.,3.0,2:28,148,Middleweight
257,2000-09-22,UFC 27: Ultimate Bad Boyz,Fabiano Iha,LaVerne Clark,Submission (armbar),-,def.,1.0,1:10,70,Lightweight
258,2000-09-22,UFC 27: Ultimate Bad Boyz,Jeremy Horn,Eugene Jackson,Submission (armbar),-,def.,1.0,4:32,272,Middleweight
259,2000-09-22,UFC 27: Ultimate Bad Boyz,Maurice Smith,Bobby Hoffman,Split decision,-,def.,3.0,5:00,300,Heavyweight
261,2000-09-22,UFC 27: Ultimate Bad Boyz,Brad Gumm,CJ Fernandes,Draw,-,vs.,2.0,5:00,300,Lightweight
267,2000-11-17,UFC 28: High Stakes,Josh Barnett,Gan McGee,TKO (punches),-,def.,2.0,4:34,274,Super Heavyweight
268,2000-11-17,UFC 28: High Stakes,Ben Earwood,Chris Lytle,Decision (unanimous),[c],def.,2.0,5:00,300,Lightweight
266,2000-11-17,UFC 28: High Stakes,Jens Pulver,John Lewis,KO (punch),-,def.,1.0,0:15,15,Lightweight
262,2000-11-17,UFC 28: High Stakes,Randy Couture,Kevin Randleman (c),TKO (punches),[a],def.,3.0,4:13,253,Heavyweight
264,2000-11-17,UFC 28: High Stakes,Mark Hughes,Alex Stiebling,Decision (unanimous),[b],def.,2.0,5:00,300,Middleweight
263,2000-11-17,UFC 28: High Stakes,Renato Sobral,Maurice Smith,Decision (majority),-,def.,3.0,5:00,300,Heavyweight
265,2000-11-17,UFC 28: High Stakes,Andrei Arlovski,Aaron Brink,Submission (armbar),-,def.,1.0,0:55,55,Heavyweight
269,2000-12-16,UFC 29: Defense of the Belts,Tito Ortiz (c),Yuki Kondo,Submission (cobra choke),[a],def.,1.0,1:51,111,Middleweight
270,2000-12-16,UFC 29: Defense of the Belts,Pat Miletich (c),Kenichi Yamamoto,Submission (guillotine choke),[b],def.,2.0,1:57,117,Lightweight
271,2000-12-16,UFC 29: Defense of the Belts,Matt Lindland,Yoji Anjo,TKO (strikes),-,def.,1.0,2:57,177,Middleweight
272,2000-12-16,UFC 29: Defense of the Belts,Evan Tanner,Lance Gibson,TKO (strikes),-,def.,1.0,4:58,298,Middleweight
273,2000-12-16,UFC 29: Defense of the Belts,Fabiano Iha,Daiju Takase,TKO (strikes),-,def.,1.0,2:25,145,Lightweight
274,2000-12-16,UFC 29: Defense of the Belts,Dennis Hallman,Matt Hughes,Submission (armbar),-,def.,1.0,0:20,20,Lightweight
275,2000-12-16,UFC 29: Defense of the Belts,Chuck Liddell,Jeff Monson,Decision (unanimous),-,def.,3.0,5:00,300,Middleweight
283,2001-02-23,UFC 30: Battle on the Boardwalk,Sean Sherk,Tiki Ghosn,Verbal Submission (dislocated shoulder),-,def.,2.0,4:47,287,Lightweight
282,2001-02-23,UFC 30: Battle on the Boardwalk,Tito Ortiz (c),Evan Tanner,KO (slam),[a],def.,1.0,0:30,30,Middleweight
281,2001-02-23,UFC 30: Battle on the Boardwalk,Jens Pulver,Caol Uno,Decision (unanimous),[b],def.,5.0,5:00,300,Bantamweight
280,2001-02-23,UFC 30: Battle on the Boardwalk,Fabiano Iha,Phil Johns,Submission (armbar),-,def.,1.0,2:05,125,Lightweight
276,2001-02-23,UFC 30: Battle on the Boardwalk,Phil Baroni,Curtis Stout,Decision (unanimous),-,def.,2.0,5:00,300,Middleweight
278,2001-02-23,UFC 30: Battle on the Boardwalk,Pedro Rizzo,Josh Barnett,KO (punches),-,def.,2.0,4:21,261,Heavyweight
277,2001-02-23,UFC 30: Battle on the Boardwalk,Bobby Hoffman,Mark Robinson,No Contest (overturned),[c],vs.,1.0,3:27,207,Heavyweight
279,2001-02-23,UFC 30: Battle on the Boardwalk,Elvis Sinosic,Jeremy Horn,Submission (triangle armbar),-,def.,1.0,2:59,179,Middleweight
289,2001-05-04,UFC 31: Locked and Loaded,B.J. Penn,Joey Gilbert,TKO (punches),-,def.,1.0,4:58,298,Lightweight
291,2001-05-04,UFC 31: Locked and Loaded,Tony DeSouza,Steve Berger,Decision (unanimous),-,def.,3.0,5:00,300,Welterweight
290,2001-05-04,UFC 31: Locked and Loaded,Shonie Carter,Matt Serra,KO (spinning back fist),-,def.,3.0,4:51,291,Welterweight
288,2001-05-04,UFC 31: Locked and Loaded,Semmy Schilt,Pete Williams,TKO (body kick and punches),-,def.,2.0,1:26,86,Heavyweight
284,2001-05-04,UFC 31: Locked and Loaded,Randy Couture (c),Pedro Rizzo,Decision (unanimous),[a],def.,5.0,5:00,300,Heavyweight
286,2001-05-04,UFC 31: Locked and Loaded,Chuck Liddell,Kevin Randleman,KO (punches),-,def.,1.0,1:18,78,Light Heavyweight
285,2001-05-04,UFC 31: Locked and Loaded,Carlos Newton,Pat Miletich (c),Submission (bulldog choke),[b],def.,3.0,2:50,170,Welterweight
287,2001-05-04,UFC 31: Locked and Loaded,Matt Lindland,Ricardo Almeida,DQ (repeated fouls),-,def.,3.0,4:21,261,Light Heavyweight
292,2001-06-29,UFC 32: Showdown in the Meadowlands,Tony DeSouza,Paul Rodriguez,Submission (guillotine choke),-,def.,1.0,1:05,65,Lightweight
293,2001-06-29,UFC 32: Showdown in the Meadowlands,Ricco Rodriguez,Andrei Arlovski,TKO (strikes),-,def.,3.0,1:23,83,Heavyweight
294,2001-06-29,UFC 32: Showdown in the Meadowlands,B.J. Penn,Din Thomas,TKO (knee),-,def.,1.0,2:42,162,Lightweight
295,2001-06-29,UFC 32: Showdown in the Meadowlands,Caol Uno,Fabiano Iha,KO (punches),-,def.,1.0,1:48,108,Lightweight
296,2001-06-29,UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,Yuki Kondo,Unanimous decision,-,def.,3.0,5:00,300,Light Heavyweight
297,2001-06-29,UFC 32: Showdown in the Meadowlands,Josh Barnett,Semmy Schilt,Submission (armbar),-,def.,1.0,4:21,261,Heavyweight
298,2001-06-29,UFC 32: Showdown in the Meadowlands,Pat Miletich,Shonie Carter,KO (head kick),-,def.,2.0,2:42,162,Welterweight
299,2001-06-29,UFC 32: Showdown in the Meadowlands,Tito Ortiz (c),Elvis Sinosic,TKO (punches and elbows),[a],def.,1.0,3:32,212,Light Heavyweight
305,2001-09-28,UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,KO (punch),-,def.,2.0,0:15,15,Welterweight
306,2001-09-28,UFC 33: Victory in Vegas,Ricardo Almeida,Eugene Jackson,Submission (triangle choke),-,def.,1.0,4:06,246,Middleweight
304,2001-09-28,UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,"Decision (majority) (30–26, 30–27, 29–29)",-,def.,3.0,5:00,300,Welterweight
307,2001-09-28,UFC 33: Victory in Vegas,Chuck Liddell,Murilo Bustamante,"Decision (unanimous) (29–28, 29–27, 29–27)",-,def.,3.0,5:00,300,Light Heavyweight
302,2001-09-28,UFC 33: Victory in Vegas,Dave Menne,Gil Castillo,"Decision (unanimous) (49–43, 49–44, 49–45)",[c],def.,5.0,5:00,300,Middleweight
301,2001-09-28,UFC 33: Victory in Vegas,Jens Pulver (c),Dennis Hallman,"Decision (unanimous) (49–47, 48–47, 48–47)",[b],def.,5.0,5:00,300,Lightweight
300,2001-09-28,UFC 33: Victory in Vegas,Tito Ortiz (c),Vladimir Matyushenko,"Decision (unanimous) (50–43, 50–44, 50–44)",[a],def.,5.0,5:00,300,Light Heavyweight
303,2001-09-28,UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,"Decision (unanimous) (29–28, 29–27, 29–28)",-,def.,3.0,5:00,300,Lightweight
314,2001-11-02,UFC 34: High Voltage,Randy Couture (c),Pedro Rizzo,TKO (punches),[a],def.,3.0,3:22,202,Heavyweight
313,2001-11-02,UFC 34: High Voltage,Matt Hughes,Carlos Newton (c),KO (slam),[b],def.,2.0,1:23,83,Welterweight
312,2001-11-02,UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,TKO (punches),-,def.,2.0,4:02,242,Heavyweight
315,2001-11-02,UFC 34: High Voltage,Matt Lindland,Phil Baroni,"Decision (majority) (29–28, 29–27, 28–28)",-,def.,3.0,5:00,300,Middleweight
310,2001-11-02,UFC 34: High Voltage,Josh Barnett,Bobby Hoffman,Submission (punches),-,def.,2.0,4:25,265,Heavyweight
309,2001-11-02,UFC 34: High Voltage,Evan Tanner,Homer Moore,Submission (armbar),-,def.,2.0,0:55,55,Middleweight
308,2001-11-02,UFC 34: High Voltage,Frank Mir,Roberto Traven,Submission (armbar),-,def.,1.0,1:05,65,Heavyweight
311,2001-11-02,UFC 34: High Voltage,B.J. Penn,Caol Uno,KO (punches),-,def.,1.0,0:11,11,Lightweight
316,2002-01-11,UFC 35: Throwdown,Jens Pulver (c),B.J. Penn,"Decision (majority) (48–45, 47–47, 48–47)",[a],def.,5.0,5:00,300,Lightweight
317,2002-01-11,UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,TKO (punches),-,def.,3.0,3:00,180,Heavyweight
318,2002-01-11,UFC 35: Throwdown,Murilo Bustamante,Dave Menne (c),TKO (punches),[b],def.,2.0,0:44,44,Middleweight
319,2002-01-11,UFC 35: Throwdown,Kevin Randleman,Renato Sobral,"Decision (unanimous) (30–26, 30–26, 30–25)",-,def.,3.0,5:00,300,Light Heavyweight
320,2002-01-11,UFC 35: Throwdown,Andrei Semenov,Ricardo Almeida,TKO (punches),-,def.,2.0,2:01,121,Middleweight
321,2002-01-11,UFC 35: Throwdown,Chuck Liddell,Amar Suloev,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
322,2002-01-11,UFC 35: Throwdown,Gil Castillo,Chris Brennan,"Decision (unanimous) (30–26, 30–27, 30–28)",-,def.,3.0,5:00,300,Welterweight
323,2002-01-11,UFC 35: Throwdown,Eugene Jackson,Keith Rockel,Submission (guillotine choke),-,def.,2.0,3:46,226,Middleweight
331,2002-03-22,UFC 36: Worlds Collide,Josh Barnett,Randy Couture (c),TKO (punches),[a],def.,2.0,4:35,275,Heavyweight
330,2002-03-22,UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,KO (punches),-,def.,3.0,1:45,105,Heavyweight
329,2002-03-22,UFC 36: Worlds Collide,Matt Hughes (c),Hayato Sakurai,TKO (punches),[b],def.,4.0,3:01,181,Welterweight
328,2002-03-22,UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,TKO (punches),-,def.,1.0,3:09,189,Middleweight
326,2002-03-22,UFC 36: Worlds Collide,Frank Mir,Pete Williams,Submission (inside shoulder lock),-,def.,1.0,0:46,46,Heavyweight
325,2002-03-22,UFC 36: Worlds Collide,Matt Serra,Kelly Dullanty,Submission (triangle choke),-,def.,1.0,2:58,178,Lightweight
324,2002-03-22,UFC 36: Worlds Collide,Sean Sherk,Jutaro Nakao,Decision (unanimous),-,def.,3.0,5:00,300,Welterweight
327,2002-03-22,UFC 36: Worlds Collide,Evan Tanner,Elvis Sinosic,TKO (cut),-,def.,1.0,2:06,126,Light Heavyweight
339,2002-05-10,UFC 37: High Impact,Robbie Lawler,Aaron Riley,Decision (unanimous),-,def.,3.0,5:00,300,Welterweight
337,2002-05-10,UFC 37: High Impact,Ivan Salaverry,Andrei Semenov,TKO (punches),-,def.,3.0,2:27,147,Middleweight
336,2002-05-10,UFC 37: High Impact,Caol Uno,Yves Edwards,Decision (unanimous),-,def.,3.0,5:00,300,Lightweight
338,2002-05-10,UFC 37: High Impact,Phil Baroni,Amar Suloev,TKO (punches),-,def.,1.0,2:55,175,Middleweight
334,2002-05-10,UFC 37: High Impact,B.J. Penn,Paul Creighton,TKO (punches),-,def.,2.0,3:23,203,Lightweight
333,2002-05-10,UFC 37: High Impact,Ricco Rodriguez,Tsuyoshi Kosaka,TKO (punches),-,def.,2.0,3:25,205,Heavyweight
332,2002-05-10,UFC 37: High Impact,Murilo Bustamante (c),Matt Lindland,Submission (guillotine choke),[a],def.,3.0,1:33,93,Middleweight
335,2002-05-10,UFC 37: High Impact,Benji Radach,Steve Berger,No Contest,[b],vs.,1.0,0:27,27,Welterweight
340,2002-06-22,UFC 37.5: As Real As It Gets,Yves Edwards,Joao Marcos Pierini,TKO (injury),[a],def.,1.0,1:19,79,Lightweight
341,2002-06-22,UFC 37.5: As Real As It Gets,Tony Fryklund,Rodrigo Ruas,TKO (punches),-,def.,2.0,3:34,214,Middleweight
342,2002-06-22,UFC 37.5: As Real As It Gets,Pete Spratt,Zach Light,Submission (armbar),-,def.,1.0,2:25,145,Welterweight
343,2002-06-22,UFC 37.5: As Real As It Gets,Benji Radach,Nick Serra,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
344,2002-06-22,UFC 37.5: As Real As It Gets,Chuck Liddell,Vitor Belfort,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
345,2002-06-22,UFC 37.5: As Real As It Gets,Robbie Lawler,Steve Berger,TKO (punches),-,def.,2.0,0:27,27,Welterweight
351,2002-07-13,UFC 38: Brawl at the Hall,Ian Freeman,Frank Mir,TKO (referee stoppage),-,def.,1.0,4:35,275,Heavyweight
352,2002-07-13,UFC 38: Brawl at the Hall,Matt Hughes (c),Carlos Newton,TKO (punches),[a],def.,4.0,3:27,207,Welterweight
350,2002-07-13,UFC 38: Brawl at the Hall,Mark Weir,Eugene Jackson,KO (punch),-,def.,1.0,0:10,10,Middleweight
349,2002-07-13,UFC 38: Brawl at the Hall,Genki Sudo,Leigh Remedios,Submission (rear-naked choke),-,def.,2.0,1:38,98,Lightweight
348,2002-07-13,UFC 38: Brawl at the Hall,Phillip Miller,James Zikic,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
347,2002-07-13,UFC 38: Brawl at the Hall,Renato Sobral,Elvis Sinosic,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Light Heavyweight
346,2002-07-13,UFC 38: Brawl at the Hall,Evan Tanner,Chris Haseman,"Decision (unanimous) (30–26, 30–26, 30–27)",[b],def.,3.0,5:00,300,Light Heavyweight
359,2002-09-27,UFC 39: The Warriors Return,Sean Sherk,Benji Radach,TKO (doctor stoppage),-,def.,1.0,4:16,256,Welterweight
358,2002-09-27,UFC 39: The Warriors Return,Phil Baroni,Dave Menne,KO (punches),-,def.,1.0,0:18,18,Middleweight
357,2002-09-27,UFC 39: The Warriors Return,Gan McGee,Pedro Rizzo,TKO (corner stoppage),[c],def.,1.0,5:00,300,Heavyweight
360,2002-09-27,UFC 39: The Warriors Return,Caol Uno,Din Thomas,Decision (unanimous),-,def.,3.0,5:00,300,Lightweight
355,2002-09-27,UFC 39: The Warriors Return,B.J. Penn,Matt Serra,Decision (unanimous),[b],def.,3.0,5:00,300,Lightweight
354,2002-09-27,UFC 39: The Warriors Return,Tim Sylvia,Wesley Correira,TKO (corner stoppage),-,def.,2.0,1:43,103,Heavyweight
353,2002-09-27,UFC 39: The Warriors Return,Ricco Rodriguez,Randy Couture,Submission (elbow),[a],def.,5.0,3:04,184,Heavyweight
356,2002-09-27,UFC 39: The Warriors Return,Matt Lindland,Ivan Salaverry,Decision (unanimous),-,def.,3.0,5:00,300,Middleweight
361,2002-11-22,UFC 40: Vendetta,Tito Ortiz (c),Ken Shamrock,TKO (corner stoppage),[a],def,3.0,5:00,300,Light Heavyweight
362,2002-11-22,UFC 40: Vendetta,Chuck Liddell,Renato Sobral,KO (head kick and punches),[b],def.,1.0,2:55,175,Light Heavyweight
363,2002-11-22,UFC 40: Vendetta,Carlos Newton,Pete Spratt,Submission (kimura),-,def.,1.0,1:45,105,Welterweight
364,2002-11-22,UFC 40: Vendetta,Matt Hughes (c),Gil Castillo,TKO (doctor stoppage),[c],def.,1.0,5:00,300,Welterweight
365,2002-11-22,UFC 40: Vendetta,Andrei Arlovski,Ian Freeman,TKO (punches),-,def.,1.0,1:25,85,Heavyweight
366,2002-11-22,UFC 40: Vendetta,Vladimir Matyushenko,Travis Wiuff,Submission (punches),-,def.,1.0,4:10,250,Heavyweight
367,2002-11-22,UFC 40: Vendetta,Phillip Miller,Mark Weir,Submission (rear-naked choke),-,def.,2.0,4:50,290,Middleweight
368,2002-11-22,UFC 40: Vendetta,Robbie Lawler,Tiki Ghosn,KO (punches),-,def.,1.0,1:29,89,Welterweight
375,2003-02-28,UFC 41: Onslaught,Frank Mir,Tank Abbott,Submission (toe hold),-,def.,1.0,0:46,46,Heavyweight
376,2003-02-28,UFC 41: Onslaught,Tim Sylvia,Ricco Rodriguez (c),TKO (punches),[a],def.,1.0,3:09,189,Heavyweight
374,2003-02-28,UFC 41: Onslaught,B.J. Penn,Caol Uno,"Draw (split) (48–46, 47–48, 48–48)",[b],vs.,5.0,5:00,300,Lightweight
373,2003-02-28,UFC 41: Onslaught,Matt Lindland,Phil Baroni,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
371,2003-02-28,UFC 41: Onslaught,Din Thomas,Matt Serra,Decision (split),[c],def.,3.0,5:00,300,Lightweight
370,2003-02-28,UFC 41: Onslaught,Gan McGee,Alexandre Dantas,TKO (punches),-,def.,1.0,4:49,289,Heavyweight
369,2003-02-28,UFC 41: Onslaught,Yves Edwards,Rich Clementi,Submission (rear-naked choke),-,def.,3.0,4:07,247,Lightweight
372,2003-02-28,UFC 41: Onslaught,Vladimir Matyushenko,Pedro Rizzo,"Decision (unanimous) (29–28, 30–27, 29–28)",-,def.,3.0,5:00,300,Heavyweight
384,2003-04-25,UFC 42: Sudden Impact,Wesley Correira,Sean Alvarez,TKO (knees and punches),-,def.,2.0,1:46,106,Heavyweight
382,2003-04-25,UFC 42: Sudden Impact,Duane Ludwig,Genki Sudo,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
381,2003-04-25,UFC 42: Sudden Impact,Rich Franklin,Evan Tanner,TKO (punches),-,def.,1.0,2:40,160,Light Heavyweight
